Source,Target,Label
ns:m.0521z,ns:m.0gd42,ns:computer.programming_language.influenced_by
ns:m.0521z,ns:m.0n6y,ns:computer.programming_language.influenced_by
ns:m.0521z,ns:m.0q1x,ns:computer.programming_language.influenced_by
ns:m.052vqr6,ns:m.05vpz,ns:computer.programming_language.influenced_by
ns:m.053_x,ns:m.04zzxjs,ns:computer.programming_language.influenced
ns:m.053_x,ns:m.0j3djl7,ns:computer.programming_language.influenced
ns:m.053dv,ns:m.0338k6,ns:computer.programming_language.influenced_by
ns:m.054k6n_,ns:m.0gjd0jv,ns:computer.programming_language.influenced
ns:m.054k6n_,ns:m.0py1hbn,ns:computer.programming_language.influenced
ns:m.054k6n_,ns:m.0w7msm6,ns:computer.programming_language.influenced
ns:m.054k6n_,ns:m.015tjh,ns:computer.programming_language.influenced_by
ns:m.054k6n_,ns:m.0gjd0jv,ns:computer.programming_language.influenced_by
ns:m.0555r6,ns:m.02flr5,ns:computer.programming_language.influenced
ns:m.0555r6,ns:m.06w85k,ns:computer.programming_language.influenced
ns:m.0555r6,ns:m.0fs5n,ns:computer.programming_language.influenced
ns:m.0555r6,ns:m.01hxzg,ns:computer.programming_language.influenced_by
ns:m.055mc,ns:m.012lmpn7,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.01jt82,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.024v8,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.02h31b,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.02mm3,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.02s7zd,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.03c2d7t,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.03gxv97,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.03j_q,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.03r1wd,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.03yb8hb,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.0419cp,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.04q84w1,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.0641x3,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.07657k,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.076kx1,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.091hdj,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.09sj9r,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.0bgnn8,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.0bs2s4,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.0dsbpg6,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.0gy1vx_,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.0jgqg,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.0knvs5v,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.0n3xv,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.0pkgc,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.0swpzmh,ns:computer.programming_language.influenced
ns:m.055mc,ns:m.01hxzg,ns:computer.programming_language.influenced_by
ns:m.055mc,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.055mc,ns:m.01jt82,ns:computer.programming_language.dialects
ns:m.055mc,ns:m.0pkgc,ns:computer.programming_language.dialects
ns:m.057fd,ns:m.03r9yp,ns:computer.programming_language.influenced
ns:m.057fd,ns:m.09gbxjr,ns:computer.programming_language.influenced
ns:m.057fd,ns:m.0knvs5v,ns:computer.programming_language.influenced
ns:m.057fd,ns:m.0kzb_,ns:computer.programming_language.influenced
ns:m.057fd,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.05967y,ns:m.0609p,ns:computer.programming_language.influenced_by
ns:m.05_y29,ns:m.011k8l,ns:computer.programming_language.influenced_by
ns:m.05b4196,ns:m.087l8,ns:computer.programming_language.influenced
ns:m.05bw2b,ns:m.02p97,ns:computer.programming_language.influenced_by
ns:m.05bw2b,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.05bw2b,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.05bw2b,ns:m.06ff5,ns:computer.programming_language.influenced_by
ns:m.05bw2b,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.05bw2b,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.05bzv69,ns:m.02qdfmg,ns:computer.programming_language.influenced_by
ns:m.05bzv69,ns:m.02z81,ns:computer.programming_language.influenced_by
ns:m.05c5dj,ns:m.01p8vv,ns:computer.programming_language.influenced
ns:m.05cntt,ns:m.06kw5,ns:computer.programming_language.influenced_by
ns:m.05dts,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.05dts,ns:m.0q1d,ns:computer.programming_language.influenced_by
ns:m.05dts,ns:m.0q1d,ns:computer.programming_language.parent_language
ns:m.05gb7t,ns:m.0vsd8fv,ns:computer.programming_language.influenced
ns:m.05gb7t,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.05gb7t,ns:m.0q2c,ns:computer.programming_language.influenced_by
ns:m.05gv1_,ns:m.063h0s,ns:computer.programming_language.influenced_by
ns:m.05hl_8,ns:m.0q1x,ns:computer.programming_language.parent_language
ns:m.05hn2y,ns:m.01tlw,ns:computer.programming_language.influenced_by
ns:m.05hn2y,ns:m.01tlw,ns:computer.programming_language.parent_language
ns:m.05jj59,ns:m.03tr0,ns:computer.programming_language.influenced_by
ns:m.05jj59,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.05kl94h,ns:m.0d_rd,ns:computer.programming_language.parent_language
ns:m.05kl94q,ns:m.0d_rd,ns:computer.programming_language.parent_language
ns:m.05mrv,ns:m.012vxsb4,ns:computer.programming_language.influenced
ns:m.05mrv,ns:m.01k159,ns:computer.programming_language.influenced
ns:m.05mrv,ns:m.029rvn,ns:computer.programming_language.influenced
ns:m.05mrv,ns:m.02vhb8,ns:computer.programming_language.influenced
ns:m.05mrv,ns:m.042tyz,ns:computer.programming_language.influenced
ns:m.05mrv,ns:m.07sbkfb,ns:computer.programming_language.influenced
ns:m.05mrv,ns:m.083g1v,ns:computer.programming_language.influenced
ns:m.05mrv,ns:m.09gbxjr,ns:computer.programming_language.influenced
ns:m.05mrv,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.05mrv,ns:m.0kzb_,ns:computer.programming_language.influenced_by
ns:m.05mxmzj,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.05mxmzj,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.05mxmzj,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.05mxmzj,ns:m.060kv,ns:computer.programming_language.influenced_by
ns:m.05mxmzj,ns:m.06ff5,ns:computer.programming_language.influenced_by
ns:m.05mxmzj,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.05mxmzj,ns:m.0chpd,ns:computer.programming_language.influenced_by
ns:m.05mxmzj,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.05p0d,ns:m.069sx3,ns:computer.programming_language.influenced
ns:m.05p0d,ns:m.09gbxjr,ns:computer.programming_language.influenced
ns:m.05p0d,ns:m.09gjwxg,ns:computer.programming_language.influenced
ns:m.05p0d,ns:m.01ksbf,ns:computer.programming_language.influenced_by
ns:m.05p0d,ns:m.06krns,ns:computer.programming_language.dialects
ns:m.05p8z6f,ns:m.0dryl2x,ns:computer.programming_language.influenced
ns:m.05p8z6f,ns:m.019syg,ns:computer.programming_language.influenced_by
ns:m.05pxcv,ns:m.01zpg,ns:computer.programming_language.influenced_by
ns:m.05q31,ns:m.010sd4y3,ns:computer.programming_language.influenced
ns:m.05q31,ns:m.01nxv3,ns:computer.programming_language.influenced
ns:m.05q31,ns:m.026d5hv,ns:computer.programming_language.influenced
ns:m.05q31,ns:m.02js86,ns:computer.programming_language.influenced
ns:m.05q31,ns:m.02q_q1v,ns:computer.programming_language.influenced
ns:m.05q31,ns:m.02q_q2j,ns:computer.programming_language.influenced
ns:m.05q31,ns:m.03clk94,ns:computer.programming_language.influenced
ns:m.05q31,ns:m.040ysg,ns:computer.programming_language.influenced
ns:m.05q31,ns:m.043jn7w,ns:computer.programming_language.influenced
ns:m.05q31,ns:m.04ldrth,ns:computer.programming_language.influenced
ns:m.05q31,ns:m.071hh5,ns:computer.programming_language.influenced
ns:m.05q31,ns:m.07sbkfb,ns:computer.programming_language.influenced
ns:m.05q31,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.05q31,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.05q31,ns:m.010sd4y3,ns:computer.programming_language.dialects
ns:m.05q31,ns:m.03clk94,ns:computer.programming_language.dialects
ns:m.05q31,ns:m.01t6b,ns:computer.programming_language.parent_language
ns:m.05sfxb,ns:m.05vpz,ns:computer.programming_language.influenced_by
ns:m.05sfxb,ns:m.05vpz,ns:computer.programming_language.parent_language
ns:m.05tthtg,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.05tthtg,ns:m.01zpg,ns:computer.programming_language.influenced_by
ns:m.05tthtg,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.05tthtg,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.05vpz,ns:m.01m1y8,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.026d5hv,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.026frqx,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.02mm3,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.03v8l9,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.03yb8hb,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.04c_c,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.04zsm,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.052vqr6,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.05sfxb,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.05t82q,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.063yy4c,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.09g8byv,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.0ck33d,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.0glqmc6,ns:computer.programming_language.influenced
ns:m.05vpz,ns:m.0chn2,ns:computer.programming_language.influenced_by
ns:m.05vpz,ns:m.0t3_0,ns:computer.programming_language.influenced_by
ns:m.05vpz,ns:m.03v8l9,ns:computer.programming_language.dialects
ns:m.05vpz,ns:m.05sfxb,ns:computer.programming_language.dialects
ns:m.05wgtq,ns:m.0932gx,ns:computer.programming_language.influenced_by
ns:m.05xjv,ns:m.01fk4,ns:computer.programming_language.influenced
ns:m.05xjv,ns:m.01szng,ns:computer.programming_language.influenced
ns:m.05xjv,ns:m.01t6b,ns:computer.programming_language.influenced
ns:m.05xjv,ns:m.027sj6,ns:computer.programming_language.influenced
ns:m.05xjv,ns:m.0282msx,ns:computer.programming_language.influenced
ns:m.05xjv,ns:m.039lgr,ns:computer.programming_language.influenced
ns:m.05xjv,ns:m.03fbmf,ns:computer.programming_language.influenced
ns:m.05xjv,ns:m.04f41y,ns:computer.programming_language.influenced
ns:m.05xjv,ns:m.06g3m,ns:computer.programming_language.influenced
ns:m.05xjv,ns:m.01zpg,ns:computer.programming_language.influenced_by
ns:m.05xjv,ns:m.02_94,ns:computer.programming_language.influenced_by
ns:m.05xjv,ns:m.0gdxqx,ns:computer.programming_language.influenced_by
ns:m.05xjv,ns:m.0q1x,ns:computer.programming_language.influenced_by
ns:m.05xjv,ns:m.011sq2h3,ns:computer.programming_language.dialects
ns:m.05xjv,ns:m.01szng,ns:computer.programming_language.dialects
ns:m.05xjv,ns:m.01xrtm_,ns:computer.programming_language.dialects
ns:m.05xjv,ns:m.01xrtmd,ns:computer.programming_language.dialects
ns:m.05xjv,ns:m.02ncj8,ns:computer.programming_language.dialects
ns:m.05xjv,ns:m.03n9f5,ns:computer.programming_language.dialects
ns:m.05xjv,ns:m.0403j0,ns:computer.programming_language.dialects
ns:m.05xjv,ns:m.0694c5,ns:computer.programming_language.dialects
ns:m.05z1_,ns:g.120ldz4j,ns:computer.programming_language.influenced
ns:m.05z1_,ns:g.12vzpwthh,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.010sd4y3,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.011smwfp,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.012vxsb4,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.019syg,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.01jt82,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.01kbt7,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.01vtm2,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.02js86,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.02p97,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.02qwj88,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.02xkxpr,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.03c9pzr,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.03clk94,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.03nx530,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.040ysg,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.04bd1c,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.04ycw5z,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.05bw2b,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.05jj59,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.05mxmzj,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.05zrn,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.060kv,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.06ds0_,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.06ff5,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.06mmmy,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.084pb2,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.09gbxjr,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.09k75js,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.0f1qvd,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.0fkk97,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.0gh50t7,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.0hjc5m0,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.0j3djl7,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.0vpk27_,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.0w63482,ns:computer.programming_language.influenced
ns:m.05z1_,ns:m.012whz,ns:computer.programming_language.influenced_by
ns:m.05z1_,ns:m.01k159,ns:computer.programming_language.influenced_by
ns:m.05z1_,ns:m.02f70,ns:computer.programming_language.influenced_by
ns:m.05z1_,ns:m.0338k6,ns:computer.programming_language.influenced_by
ns:m.05z1_,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.05z1_,ns:m.03tr0,ns:computer.programming_language.influenced_by
ns:m.05z1_,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.05z1_,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.05z1_,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.05z1_,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.05z1_,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.05z1_,ns:m.022lb4,ns:computer.programming_language.dialects
ns:m.05z1_,ns:m.02q4kzb,ns:computer.programming_language.dialects
ns:m.05z1_,ns:m.03clk94,ns:computer.programming_language.dialects
ns:m.05z1_,ns:m.04dxh8,ns:computer.programming_language.dialects
ns:m.05z1_,ns:m.04dz8kx,ns:computer.programming_language.dialects
ns:m.05z1_,ns:m.06ds0_,ns:computer.programming_language.dialects
ns:m.05z1_,ns:m.012whz,ns:computer.programming_language.parent_language
ns:m.05z2qq4,ns:m.05z2qqf,ns:computer.programming_language.parent_language
ns:m.05z2qqf,ns:m.05z2qq4,ns:computer.programming_language.dialects
ns:m.05z3dws,ns:m.019syg,ns:computer.programming_language.parent_language
ns:m.05zp9j,ns:m.02_94,ns:computer.programming_language.influenced_by
ns:m.05zp9j,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.05zp9j,ns:m.091hdj,ns:computer.programming_language.influenced_by
ns:m.05zrn,ns:m.019syg,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.02_nh6,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.02js86,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.02p97,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.02r51yv,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.02w6yty,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.03790v,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.03c9pzr,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.03gxzs,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.03j_q,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.03nk21,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.03nyxs,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.04b9q6,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.05bw2b,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.05mxmzj,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.05z1_,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.060kv,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.06ff5,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.071hh5,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.0f1qvd,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.0gyv7rl,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.0hjc5m0,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.0hnc442,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.0j3djl7,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.0wyrdhm,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.0zc0qfm,ns:computer.programming_language.influenced
ns:m.05zrn,ns:m.019p2,ns:computer.programming_language.influenced_by
ns:m.05zrn,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.05zrn,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.05zrn,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.05zrn,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.05zrn,ns:m.06rm6,ns:computer.programming_language.influenced_by
ns:m.05zrn,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.05zrn,ns:m.07w1l,ns:computer.programming_language.influenced_by
ns:m.05zrn,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.05zrn,ns:m.0q2c,ns:computer.programming_language.influenced_by
ns:m.05zrn,ns:m.07lqnv,ns:computer.programming_language.dialects
ns:m.06016,ns:m.02npry,ns:computer.programming_language.influenced
ns:m.06016,ns:m.02vmlcq,ns:computer.programming_language.influenced
ns:m.06016,ns:m.06z3b2,ns:computer.programming_language.influenced
ns:m.06016,ns:m.01cf8d,ns:computer.programming_language.influenced_by
ns:m.06016,ns:m.02z81,ns:computer.programming_language.influenced_by
ns:m.06016,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.0609p,ns:m.05967y,ns:computer.programming_language.influenced
ns:m.0609p,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.0609p,ns:m.075st,ns:computer.programming_language.influenced_by
ns:m.0609p,ns:m.0n6y,ns:computer.programming_language.influenced_by
ns:m.060kv,ns:m.0100pwgw,ns:computer.programming_language.influenced
ns:m.060kv,ns:m.05mxmzj,ns:computer.programming_language.influenced
ns:m.060kv,ns:m.06mmmy,ns:computer.programming_language.influenced
ns:m.060kv,ns:m.0zc0qfm,ns:computer.programming_language.influenced
ns:m.060kv,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.060kv,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.060kv,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.060kv,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.060kv,ns:m.07657k,ns:computer.programming_language.influenced_by
ns:m.060kv,ns:m.07fw2,ns:computer.programming_language.influenced_by
ns:m.060kv,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.060kv,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.063_3xr,ns:m.019wx,ns:computer.programming_language.influenced_by
ns:m.063h0s,ns:m.05gv1_,ns:computer.programming_language.influenced
ns:m.063yy4c,ns:m.01t6b,ns:computer.programming_language.influenced
ns:m.063yy4c,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.063yy4c,ns:m.05vpz,ns:computer.programming_language.influenced_by
ns:m.0641x3,ns:m.055mc,ns:computer.programming_language.influenced_by
ns:m.0641x3,ns:m.0pkgc,ns:computer.programming_language.influenced_by
ns:m.0641x3,ns:m.0pkgc,ns:computer.programming_language.parent_language
ns:m.0671rd,ns:m.019p2,ns:computer.programming_language.parent_language
ns:m.0672c1,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.0674cj,ns:m.0c1r9r,ns:computer.programming_language.influenced
ns:m.0674cj,ns:m.0swpzmh,ns:computer.programming_language.influenced
ns:m.0674cj,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.0674cj,ns:m.03r9j8,ns:computer.programming_language.influenced_by
ns:m.06782b,ns:m.02qdfmg,ns:computer.programming_language.influenced
ns:m.067916,ns:m.01j9gq,ns:computer.programming_language.influenced
ns:m.067916,ns:m.09gbxjr,ns:computer.programming_language.influenced
ns:m.067916,ns:m.0dsbpg6,ns:computer.programming_language.influenced
ns:m.067916,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.067916,ns:m.09gdqsb,ns:computer.programming_language.influenced_by
ns:m.068fcp,ns:m.04q84w1,ns:computer.programming_language.influenced
ns:m.068fcp,ns:m.0pkgc,ns:computer.programming_language.parent_language
ns:m.068yg4,ns:m.05_mgr,ns:computer.programming_language.influenced_by
ns:m.068yg4,ns:m.0jgqg,ns:computer.programming_language.parent_language
ns:m.0694c5,ns:m.05xjv,ns:computer.programming_language.parent_language
ns:m.0697xz,ns:m.0268yl,ns:computer.programming_language.influenced
ns:m.069g7,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.069gh5,ns:m.01tlw,ns:computer.programming_language.influenced_by
ns:m.069gh5,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.069sx3,ns:m.01ksbf,ns:computer.programming_language.influenced_by
ns:m.069sx3,ns:m.05p0d,ns:computer.programming_language.influenced_by
ns:m.06_843,ns:m.075st,ns:computer.programming_language.parent_language
ns:m.06ds0_,ns:m.01j9gq,ns:computer.programming_language.influenced_by
ns:m.06ds0_,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.06ds0_,ns:m.05z1_,ns:computer.programming_language.parent_language
ns:m.06ff5,ns:m.010sd4y3,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.01kbt7,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.02_nh6,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.02js86,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.02w_5j4,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.02xkxpr,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.03790v,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.03c9pzr,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.03yb8hb,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.043jn7w,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.04b9q6,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.04jfk1r,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.04ybtsc,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.04ycw5z,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.05bw2b,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.05mxmzj,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.06mmmy,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.0ch3wy9,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.0dsbpg6,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.0fpgc8s,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.0hjc5m0,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.0j3djl7,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.0pl075p,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.0x21wvz,ns:computer.programming_language.influenced
ns:m.06ff5,ns:m.02471,ns:computer.programming_language.influenced_by
ns:m.06ff5,ns:m.02f70,ns:computer.programming_language.influenced_by
ns:m.06ff5,ns:m.02p6w,ns:computer.programming_language.influenced_by
ns:m.06ff5,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.06ff5,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.06ff5,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.06ff5,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.06ff5,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.06ff5,ns:m.0chpd,ns:computer.programming_language.influenced_by
ns:m.06ff5,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.06ff5,ns:m.0n6y,ns:computer.programming_language.influenced_by
ns:m.06ff5,ns:m.0lnrh5r,ns:computer.programming_language.dialects
ns:m.06g3m,ns:m.0282msx,ns:computer.programming_language.influenced
ns:m.06g3m,ns:m.04w43s,ns:computer.programming_language.influenced
ns:m.06g3m,ns:m.019p2,ns:computer.programming_language.influenced_by
ns:m.06g3m,ns:m.0288d1q,ns:computer.programming_language.influenced_by
ns:m.06g3m,ns:m.0288d5v,ns:computer.programming_language.influenced_by
ns:m.06g3m,ns:m.05xjv,ns:computer.programming_language.influenced_by
ns:m.06g3m,ns:m.0q1x,ns:computer.programming_language.influenced_by
ns:m.06g3m,ns:m.0282msx,ns:computer.programming_language.dialects
ns:m.06g3m,ns:m.04w43s,ns:computer.programming_language.dialects
ns:m.06hd03,ns:m.0h6g8,ns:computer.programming_language.influenced_by
ns:m.06hd03,ns:m.019p2,ns:computer.programming_language.dialects
ns:m.06krns,ns:m.05p0d,ns:computer.programming_language.parent_language
ns:m.06kw5,ns:m.02ntyn_,ns:computer.programming_language.influenced
ns:m.06kw5,ns:m.05cntt,ns:computer.programming_language.influenced
ns:m.06kw5,ns:m.0jt5dtg,ns:computer.programming_language.influenced
ns:m.06kw5,ns:m.0x21wvz,ns:computer.programming_language.influenced
ns:m.06kw5,ns:m.02z81,ns:computer.programming_language.influenced_by
ns:m.06kw5,ns:m.047sfsb,ns:computer.programming_language.influenced_by
ns:m.06kw5,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.06kw5,ns:m.04n8q,ns:computer.programming_language.influenced_by
ns:m.06kw5,ns:m.0gd42,ns:computer.programming_language.influenced_by
ns:m.06mmmy,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.06mmmy,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.06mmmy,ns:m.060kv,ns:computer.programming_language.influenced_by
ns:m.06mmmy,ns:m.06ff5,ns:computer.programming_language.influenced_by
